SSCC;PRODUCTO;DESCRIPCION;F_CADUC;ESTADO;UNIDS_STO;UNIDS_DES;MOTIVO;   ZONA;ALL;DPL;NIV;LOTE;EMBALAJE
'000000000004729006;5257             ;ACELGA HOJA PORCIONES PF CONG*;20240927;10;64;0;   ;M;110;22;0;'2210                ;PBL
'384105000261686512;5555             ;ALCACHOFA TROZOS CONG         ;20240912;10;50;21;   ;M;110;306;0;'2255                ;PBL
'384105000261686529;5555             ;ALCACHOFA TROZOS CONG         ;20240912;10;64;0;   ;M;110;306;0;'2255                ;PBL
'000000000004729013;57916            ;ENSALADILLA COMUN PF CONG*    ;20240920;10;32;10;   ;M;110;66;0;'2263                ;PBL
'384105000261686567;57916            ;ENSALADILLA COMUN PF CONG*    ;20240920;10;72;0;   ;M;110;66;0;'2263                ;PBL
'384105000261686574;57916            ;ENSALADILLA COMUN PF CONG*    ;20240920;10;72;0;   ;M;110;66;0;'2263                ;PBL
'384105000261686581;57916            ;ENSALADILLA COMUN PF CONG*    ;20240920;10;72;0;   ;M;110;66;0;'2263                ;PBL
'384105000261686598;57916            ;ENSALADILLA COMUN PF CONG*    ;20240920;10;72;0;   ;M;110;66;0;'2263                ;PBL
'384105000261686604;57917            ;ENSALADA DE ARROZ UD GRANDE CO;20240826;10;47;1;   ;M;110;67;0;'2238                ;PBL
'000000000004729020;7373             ;CALABACIN DADO CONG*          ;20240930;10;27;0;   ;M;110;206;0;'2273                ;PBL
'384105000261686628;7373             ;CALABACIN DADO CONG*          ;20240930;10;72;0;   ;M;110;206;0;'2273                ;PBL
'384105000261686635;77369            ;ESPINACA HOJA PORCIONES PF CON;20240930;10;64;0;   ;M;110;90;0;'2273                ;PBL
'384105000261686642;8848             ;CHAMPIÑON LAMINADO PF CONG    ;20240808;10;38;25;   ;M;110;220;0;'2220                ;PBL
'384105000261686659;8848             ;CHAMPIÑON LAMINADO PF CONG    ;20240808;10;64;0;   ;M;110;220;0;'2220                ;PBL
'384105000261686703;9547             ;COLIFLOR TROZOS PF CONG       ;20240923;10;43;43;   ;M;110;222;0;'2266                ;PBL
'384105000261701819;84037            ;POLLO CONTRAMUSLO FILETE IQF 9;20231130;10;29;5;   ;M;110;126;0;'5389                ;PBL
'384105000261705428;8371             ;CERDO JAMON ENTERO DESHUESADO*;20221026;40;3;0;COR;K;0;0;0;'2242202027          ;PBL
'384105000261705558;36579            ;PERA CONFERENCIA 8/+ UN/KG*   ;20221227;40;69;0;   ;E;3;11;0;'00000325            ;PBL
'384105000261705565;36582            ;PERA CONFERENCIA 6/7 UN/KG*   ;20221227;40;19;0;   ;E;3;12;0;'00000349            ;PBL
'384105000261705572;36581            ;PERA CONFERENCIA 4/5 UN/KG    ;20221227;40;51;0;   ;E;1;7;1;'00000352            ;PBL
'384105000261418960;38283            ;SANDIA NEGRA UNIDAD KG*       ;20211205;50;1;0;DES;K;0;0;0;'12900300187280      ;PBL
'384105000261696924;9605             ;CONEJO ENTERO TROCEADO* VACIO ;20221028;40;1;0;COR;K;0;0;0;'9122                ;PBL
'384105000261422110;38283            ;SANDIA NEGRA UNIDAD KG*       ;20211208;50;2;0;DES;K;0;0;0;'24900400176269      ;PBL
'384105000261705619;58471            ;BACON PREFORMADO PIEZA ENTERA*;20230217;40;2;0;   ;E;4;9;1;'24001               ;PBL
'384105000261705626;31662            ;FIAMB YORK 11X11 MAGRO PIE ENT;20230410;40;2;0;   ;E;4;13;0;'176502              ;PBL
'384105000261697242;36855            ;PIÑA TROPICAL UNIDAD KG*.     ;20221219;10;1;0;BCA;E;2;3;0;'0022421             ;PBL
'000000000004739395;34215            ;MERLUZA FILETE C/P 170-220GCON;20240701;10;187;22;   ;M;110;282;0;'010722              ;PBL
'384105000261705664;34215            ;MERLUZA FILETE C/P 170-220GCON;20240701;10;192;0;   ;M;110;282;0;'010722              ;PBL
'384105000261603809;5005             ;ABADEJO FILETE S/P 80-120G CON;20230930;10;51;0;   ;M;110;530;0;'B21004517           ;PBL
'384105000261705671;73908            ;CERDO CODILLO MITADES         ;20240910;10;84;5;   ;M;110;275;0;'22284025            ;PBL
'384105000261705688;30937            ;DELICIAS DE QUESO CONG        ;20231130;10;3;0;   ;M;110;384;0;'30522               ;PAZ
'384105000261705695;32093            ;GAMBA COLA PELADA 60-110 UD/KG;20240217;10;1;0;   ;M;110;347;0;'22053               ;PAZ
'384105000261705701;7411             ;CALAMAR ENTERO LIMPIO MEDIANO ;20240125;10;1;1;   ;M;110;405;0;'2A26                ;PAZ
'384105000261705718;9000             ;CHOCO/SEPIA ENTERA LIMPIA PEQU;20230414;10;2;1;   ;M;110;431;0;'ID15                ;PAZ
'384105000261619404;91358            ;SANDIA NEGRA S/PEPITAS UNIDAD ;20220828;10;2;0;   ;X;0;0;0;'0657958             ;PBL
'384105000261656485;36817            ;PIMIENTO VERDE DADO CONG*     ;20240810;10;15;12;   ;M;110;51;0;'2222                ;PBL
'384105000261656560;77369            ;ESPINACA HOJA PORCIONES PF CON;20240728;10;33;0;   ;M;110;90;0;'2209                ;PBL
'384105000261619480;158110           ;POLLO JAMONCITO 90G IQF CONG  ;20230930;10;24;2;   ;M;110;509;0;'5333                ;PBL
'384105000261619510;84036            ;POLLO CUARTO TRASERO 250-325G ;20231231;10;71;5;   ;M;110;125;0;'4400                ;PBL
'384105000261697358;37613            ;COLA RAPE S/PIEL 200-300 5X1KG;20240430;10;106;30;   ;M;110;310;0;'B22005108           ;PBL
'384105000261697365;38164            ;SALMON PORCION 80-120G CONG   ;20240531;10;117;0;   ;M;110;65;0;'B22005176           ;PBL
'384105000261697372;5005             ;ABADEJO FILETE S/P 80-120G CON;20240531;10;126;0;   ;M;110;530;0;'B21004784           ;PBL
'384105000261697402;128704           ;TERNERA ESCALOPIN 60G CONG    ;20231017;10;54;0;   ;M;110;321;0;'22290               ;PBL
'000000000004735076;164828           ;CABALLA/VERDEL FILETE C/P S/E ;20231031;10;107;18;   ;M;110;550;0;'22102               ;PBL
'384105000261697433;93336            ;TORTILLA PATATA C/CEB UD REDON;20240410;10;91;46;   ;M;110;26;0;'100424              ;PBL
'384105000261697440;34222            ;MERLUZA FILETE EMPANADO CONG  ;20241030;10;107;1;   ;M;110;411;0;'044124              ;PAZ
'384105000261697457;71941            ;HAMBURGUESA VEGETAL 80-90G CON;20241005;10;104;29;   ;M;110;420;0;'222795              ;PBL
'384105000261697464;166328           ;POTA TUBO LIMPIO CONG         ;20240630;10;102;0;   ;M;110;335;0;'B22005197           ;PBL
'384105000261697471;166328           ;POTA TUBO LIMPIO CONG         ;20240630;10;24;0;   ;M;110;335;0;'B22005197           ;PBL
'000000000004735083;64688            ;TILAPIA FILETE S/P 140-200G CO;20240630;10;126;0;   ;M;110;73;0;'B22005256           ;PBL
'384105000261562625;93328            ;CANELONES ATUN UNIDADES CONG* ;20230930;10;50;0;   ;M;110;357;0;'22096               ;PAZ
'384105000261523046;36331            ;PATATA JULIANA 6X6 CONG*      ;20230731;10;34;5;   ;M;110;251;0;'1004147370          ;PBL
'384105000261523053;36331            ;PATATA JULIANA 6X6 CONG*      ;20230731;10;54;0;   ;M;110;251;0;'1004147370          ;PBL
'384105000261697488;158101           ;POLLO CONTRAMUSLO FILETE 150G ;20240430;10;108;0;   ;M;110;519;0;'4519                ;PBL
'384105000261450465;94577            ;VIEIRA GRATINADA MEDIA CONCHA ;20230828;10;2;0;   ;M;110;514;0;'10909               ;PAZ
'384105000261649579;144802           ;HEURA CONG                    ;20230628;10;41;0;   ;M;110;214;0;'9001093985522       ;PBL
'384105000261659219;93331            ;ROLLITO PRIMAVERA CONG*       ;20240225;10;54;4;   ;M;110;366;0;'0175422022082546    ;PAZ
'384105000261697518;31666            ;FIAMBRE LOMO ADOBADO PIEZA ENT;20230103;40;3;0;   ;E;4;15;0;'221005              ;PBL
'384105000261535551;163416           ;BACALAO LOMO C/P TROZO 225-275;20230709;10;60;0;   ;M;110;528;0;'050122              ;PBL
'384105000261669195;31216            ;EMPANADILLAS ATUN CONG*       ;20240303;10;107;1;   ;M;110;13;0;'0067202022090115    ;PBL
'384105000261470944;74371            ;BACALAO FILETE EMPANADO CONG  ;20230513;10;10;10;   ;M;110;23;0;'45215               ;PBL
'384105000261684662;93331            ;ROLLITO PRIMAVERA CONG*       ;20240309;10;45;0;   ;M;110;366;0;'0175422022090746    ;PAZ
'384105000261684679;93331            ;ROLLITO PRIMAVERA CONG*       ;20240318;10;90;0;   ;M;110;366;0;'0175422022091646    ;PAZ
'384105000261659226;138335           ;JUREL FILETE S/PIEL 30-80G    ;20231231;10;8;0;   ;M;110;43;0;'2224870806          ;PBL
'384105000261659233;138335           ;JUREL FILETE S/PIEL 30-80G    ;20231231;10;87;0;   ;M;110;43;0;'2225070906          ;PBL
'384105000261632021;7253             ;CAELLA TAQUITO 100%           ;20240228;10;96;0;   ;M;110;261;0;'PV202207018         ;PBL
'384105000261612023;33902            ;MANZANA FUJI 5/6 UN/KG        ;20220817;40;11;0;DES;K;0;0;0;'694                 ;PBL
'384105000261517892;66590            ;CORDON BLEU PAVO CONG         ;20230531;10;25;0;   ;M;110;313;0;'21330PO2            ;PBL
'384105000261678432;64688            ;TILAPIA FILETE S/P 140-200G CO;20240630;10;38;9;   ;M;110;73;0;'B22005256           ;PBL
'384105000261678449;75549            ;ABADEJO FILETE S/P 120-170G   ;20240630;10;62;5;   ;M;110;302;0;'B22005155           ;PBL
'384105000261705770;32093            ;GAMBA COLA PELADA 60-110 UD/KG;20240217;10;2;0;   ;M;110;347;0;'22053               ;PAZ
'384105000261470982;92840            ;ALBONDIGA MIXTA MINI CONG     ;20230718;10;5;5;   ;M;110;495;0;'21229009            ;PBL
'384105000261669669;158103           ;POLLO PECHUGA FILETE 160G IQF ;20240228;10;29;4;   ;M;110;522;0;'5470                ;PBL
'384105000261694319;90921            ;HUEVO COCIDO M CUBO GRANDE*   ;20221128;10;7;0;   ;E;3;8;0;'486                 ;PBL
'384105000261706036;6392             ;BERENJENA 1ª                  ;20221227;40;1;0;BCA;E;2;11;0;'4303                ;PBL
'384105000261706173;31684            ;FIAMBRE PECHUGA PAVO PIEZA ENT;20230118;40;7;0;   ;E;5;1;2;'2229300445          ;PBL
'384105000261706296;63186            ;PREP. QUESO RALLADO TIRAS KG  ;20230116;40;97;0;   ;E;4;26;0;'28794291            ;PBL
'384105000261706302;4398             ;QUESO SANDW ESCALONADA KG     ;20221211;40;32;0;   ;E;4;21;1;'28805285            ;PBL
'384105000261706333;33335            ;LECH ICEBERG 550G             ;20221204;10;100;0;   ;E;3;2;0;'2297                ;PBL
'384105000261673970;30772            ;CROQUETA CASERA BACALAO CONG* ;20240128;10;12;0;   ;M;110;4;0;'20825               ;PBL
'384105000261673987;38278            ;SAN JACOBO JAMON YORK CONG*   ;20240228;10;61;2;   ;M;110;402;0;'20914               ;PAZ
'000000000004722779;164723           ;MERLUZA FILETE C/P S/E 60-120G;20240228;10;55;48;   ;M;110;549;0;'2201                ;PBL
'384105000261643287;37633            ;COLA RAPE S/PIEL 80-150 5X1KG ;20240228;10;18;3;   ;M;110;157;0;'002                 ;PBL
'384105000261643294;37633            ;COLA RAPE S/PIEL 80-150 5X1KG ;20240228;10;108;0;   ;M;110;157;0;'002                 ;PBL
'384105000261643300;62080            ;COLA RAPE S/PIEL 300-500 1X5KG;20240228;10;26;6;   ;M;110;500;0;'003                 ;PBL
'384105000261643317;62080            ;COLA RAPE S/PIEL 300-500 1X5KG;20240228;10;90;0;   ;M;110;500;0;'003                 ;PBL
'384105000261643324;62080            ;COLA RAPE S/PIEL 300-500 1X5KG;20240228;10;90;0;   ;M;110;500;0;'003                 ;PBL
'384105000261643331;62080            ;COLA RAPE S/PIEL 300-500 1X5KG;20240228;10;90;0;   ;M;110;500;0;'003                 ;PBL
'000000000004694069;79975            ;BACALAO FILETE C/P 500/1000G C;20240131;10;40;8;   ;M;110;93;0;'19944               ;PBL
'384105000261643362;79975            ;BACALAO FILETE C/P 500/1000G C;20240131;10;54;0;   ;M;110;93;0;'19944               ;PBL
'384105000261615840;104373           ;BACALAO LOMO C/P TROZO 90-120E;20230820;10;43;0;   ;M;110;526;0;'220322              ;PBL
'000000000004670650;163416           ;BACALAO LOMO C/P TROZO 225-275;20230621;10;34;0;   ;M;110;528;0;'220222              ;PBL
'384105000261615857;163416           ;BACALAO LOMO C/P TROZO 225-275;20230621;10;60;0;   ;M;110;528;0;'220222              ;PBL
'384105000261615864;31825            ;FOGONERO PORCION 80-120G CONG*;20240302;10;7;0;   ;M;110;15;0;'180522              ;PBL
'000000000004729754;34155            ;MENESTRA COMUN PF CONG*       ;20240825;10;50;8;   ;M;110;31;0;'2237                ;PBL
'384105000261687953;34155            ;MENESTRA COMUN PF CONG*       ;20240825;10;72;0;   ;M;110;31;0;'2237                ;PBL
'384105000261687960;34159            ;MENESTRA IMPERIAL PF CONG     ;20240921;10;54;8;   ;M;110;32;0;'2264                ;PBL
'384105000261687977;36793            ;PIMIENTO ROJO DADO CONG*      ;20240923;10;53;16;   ;M;110;50;0;'2266                ;PBL
'384105000261687984;36817            ;PIMIENTO VERDE DADO CONG*     ;20240921;10;72;0;   ;M;110;51;0;'2264                ;PBL
'384105000261688028;57908            ;JUDIA VERDE PLANA TROZOS PF CO;20241002;10;72;0;   ;M;110;63;0;'2275                ;PBL
'384105000261688059;57931            ;VERDURAS DE SOPA PF CONG*     ;20240812;10;19;9;   ;M;110;68;0;'2224                ;PBL
'384105000261688134;8087             ;CEBOLLA DADO PF CONG          ;20240920;10;27;27;   ;M;110;219;0;'2263                ;PBL
'384105000261688141;8087             ;CEBOLLA DADO PF CONG          ;20240920;10;64;51;   ;M;110;219;0;'2263                ;PBL
'384105000261688158;8087             ;CEBOLLA DADO PF CONG          ;20240920;10;64;0;   ;M;110;219;0;'2263                ;PBL
'384105000261688165;8087             ;CEBOLLA DADO PF CONG          ;20240920;10;64;0;   ;M;110;219;0;'2263                ;PBL
'384105000261688172;8087             ;CEBOLLA DADO PF CONG          ;20240920;10;64;0;   ;M;110;219;0;'2263                ;PBL
'384105000261691554;34800            ;NARANJA MESA 5/6 UN/KG*       ;20221211;40;38;0;BCA;K;0;0;0;'2241119             ;PBL
'384105000261691561;82389            ;SALTEADO VERDURAS GUARNICION C;20250129;10;81;2;   ;M;110;99;0;'22213               ;PBL
'384105000261691578;30789            ;CROQUETA ARTESANA JAMON SERRAN;20240328;10;77;0;   ;M;110;8;0;'21007               ;PBL
'384105000261691585;93336            ;TORTILLA PATATA C/CEB UD REDON;20240406;10;23;23;   ;M;110;26;0;'060424              ;PBL
'384105000261691608;6868             ;BOQUERON REBOZADO CONG        ;20241030;10;3;3;   ;M;110;276;0;'024024              ;PBL
'384105000261691615;165375           ;HAMBURGUESA SALMON Y CALABAZ 8;20240322;10;32;1;   ;M;110;551;0;'38224               ;PBL
'384105000261691622;93690            ;TORTILLA PATATAS C/ESPIN UD RE;20240310;10;42;14;   ;M;110;172;0;'100324              ;PBL
'000000000004731610;94664            ;HAMB TERNERA 80-90G S/GL S/LAC;20240617;10;80;0;   ;M;110;11;0;'22199010            ;PBL
'384105000261691639;94664            ;HAMB TERNERA 80-90G S/GL S/LAC;20240617;10;70;0;   ;M;110;11;0;'22199023            ;PBL
'384105000261691646;7248             ;FILETE CAELLA 90/110          ;20240502;10;5;4;   ;M;110;262;0;'SWTERNT9T10-22P1Y   ;PBL
'384105000261650346;38157            ;SALMON PORCION 120-160G CONG  ;20240430;10;11;2;   ;M;110;61;0;'B21004783           ;PBL
'384105000261650353;38157            ;SALMON PORCION 120-160G CONG  ;20240430;10;60;0;   ;M;110;61;0;'B21004783           ;PBL
'384105000261650360;38157            ;SALMON PORCION 120-160G CONG  ;20240430;10;6;0;   ;M;110;61;0;'B21004783           ;PBL
'384105000261580469;37187            ;POLLO PECHUGA ENTERA S/HUESO C;20220629;10;18;0;COR;M;110;524;0;'6430                ;PBL
'384105000261706555;34134            ;MELON PIEL SAPO PRIMERA UNIDAD;20221228;40;36;0;   ;E;1;5;1;'4304                ;PBL
'384105000261706593;168761           ;PREP. QUESO CHEDDAR BARRA KG  ;20230327;40;3;0;   ;E;4;18;1;'2713200022          ;PBL
'384105000261706609;168762           ;PREP. QUESO GOUDA BARRA KG    ;20230322;40;3;0;   ;E;5;7;4;'2665610022          ;PBL
'384105000261706616;37454            ;QUESO FRESCO BURGOS BARRA 1KG ;20221225;10;192;0;   ;E;4;30;0;'2993591322          ;PBL
'384105000261706623;71273            ;QUESO FRESCO BURGOS S/SAL 1KG ;20221223;40;16;0;   ;E;4;24;1;'297270322           ;PBL
'384105000261620325;94910            ;TORTILLA PATATA C/CEB S/SAL UD;20231220;10;71;9;   ;M;110;194;0;'201223              ;PBL
'384105000261706630;34800            ;NARANJA MESA 5/6 UN/KG*       ;20221228;10;66;0;   ;E;2;6;0;'2243310             ;PBL
'384105000261706647;34800            ;NARANJA MESA 5/6 UN/KG*       ;20221228;10;14;0;   ;E;2;6;0;'2243310             ;PBL
'384105000261706654;33796            ;MANDARINA 10/12 UN/KG*        ;20221228;40;2;0;   ;E;1;7;2;'0742852             ;PBL
'384105000261706661;33796            ;MANDARINA 10/12 UN/KG*        ;20221228;40;16;0;   ;E;1;7;2;'0742852             ;PBL
'384105000261706678;33805            ;MANDARINA 7/8 UN/KG*          ;20221228;40;52;0;   ;E;1;6;2;'0740229             ;PBL
'384105000261706685;33805            ;MANDARINA 7/8 UN/KG*          ;20221228;40;8;0;   ;E;1;6;2;'0740229             ;PBL
'384105000261706692;7706             ;CAQUI GRANEL KG               ;20221226;40;31;0;   ;E;1;5;2;'0742357             ;PBL
'384105000261706821;90767            ;HUEVO COCIDO M CUBO MEDIANO*  ;20221211;40;100;0;   ;E;3;7;1;'495                 ;PBL
'384105000261706838;90921            ;HUEVO COCIDO M CUBO GRANDE*   ;20221213;40;55;0;   ;E;3;8;2;'496                 ;PBL
'384105000261706845;32783            ;HUEVO CLARA LIQUIDA 1L*       ;20221211;40;240;0;   ;E;3;14;0;'K68038              ;PBL
'384105000261706852;32812            ;HUEVO LIQUIDO 1L*             ;20221221;40;64;0;   ;E;3;9;1;'B14611              ;PBL
'384105000261706869;61503            ;CROQUETA ARTESANA COCIDO CONG ;20240328;10;113;2;   ;M;110;287;0;'21018               ;PBL
'384105000261706876;158102           ;POLLO CUARTO TRASERO 325-400G ;20240430;10;101;0;   ;M;110;506;0;'4528                ;PBL
'384105000261698072;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;19;5;'2228408             ;PBL
'384105000261698089;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;27;4;'2228408             ;PBL
'384105000261706883;158102           ;POLLO CUARTO TRASERO 325-400G ;20240430;10;7;0;   ;M;110;506;0;'4529                ;PBL
'384105000261698096;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;28;2;'2228408             ;PBL
'384105000261698102;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;25;2;'2228408             ;PBL
'384105000261698119;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;19;4;'2228408             ;PBL
'384105000261698126;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;24;2;'2228408             ;PBL
'384105000261698133;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;9;6;'2228408             ;PBL
'384105000261698140;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;8;6;'2228408             ;PBL
'384105000261698157;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;13;5;'2228408             ;PBL
'384105000261698164;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;10;5;'2228408             ;PBL
'384105000261698171;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;9;4;'2228408             ;PBL
'384105000261698188;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;10;3;'2228408             ;PBL
'384105000261698195;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;8;5;'2228408             ;PBL
'384105000261698201;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;6;5;'2228408             ;PBL
'384105000261698218;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;20;3;'2228408             ;PBL
'384105000261698225;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;13;1;'2228408             ;PBL
'384105000261698232;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;5;5;'2228408             ;PBL
'384105000261698249;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;10;1;'2228408             ;PBL
'384105000261698256;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;6;4;'2228408             ;PBL
'384105000261698263;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;6;3;'2228408             ;PBL
'384105000261698270;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;5;3;'2228408             ;PBL
'384105000261698287;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;3;7;2;'2228408             ;PBL
'384105000261698294;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;4;14;4;'2228408             ;PBL
'384105000261698300;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;4;13;4;'2228408             ;PBL
'384105000261698317;33319            ;LECHE SEMIDESNATADA BRICK 1L* ;20230211;40;72;0;   ;S;4;15;3;'2228408             ;PBL
'384105000261652685;80059            ;POLLO TACO GUISAR CONG*       ;20240510;10;60;0;   ;M;110;499;0;'17875               ;PBL
'384105000261698492;35048            ;PALETA YORK 1ª PIEZA ENTERA*NT;20230326;40;1;0;   ;E;4;20;1;'220921              ;PBL
'384105000261698560;91771            ;HUEVO FRESCO M (53/63) ESTUCHE;20221110;40;14;0;   ;E;3;10;0;'414080              ;PBL
'384105000261674656;5046             ;ACEITE GIRASOL GAR 5L         ;20240917;10;47;0;   ;E;2;17;0;'L22250A5            ;PBL
'384105000261674663;5046             ;ACEITE GIRASOL GAR 5L         ;20240917;40;60;0;   ;S;6;9;2;'L22250A5            ;PBL
'384105000261674670;5046             ;ACEITE GIRASOL GAR 5L         ;20240917;40;60;0;   ;S;6;40;2;'L22250A5            ;PBL
'384105000261674687;5046             ;ACEITE GIRASOL GAR 5L         ;20240917;40;60;0;   ;S;6;44;2;'L22250A5            ;PBL
'384105000261702199;154633           ;BACON TOPPING CONG            ;20240409;10;130;0;   ;M;110;504;0;'004846              ;PBL
'384105000261657390;31825            ;FOGONERO PORCION 80-120G CONG*;20240221;10;22;0;   ;M;110;15;0;'280722              ;PBL
'384105000261657406;5916             ;ATUN RODAJA S/PIEL S/ESP CONG ;20240505;10;28;0;   ;M;110;394;0;'230822              ;PAZ
'384105000261698690;93336            ;TORTILLA PATATA C/CEB UD REDON;20240414;10;91;0;   ;M;110;26;0;'140424              ;PBL
'000000000004735670;93336            ;TORTILLA PATATA C/CEB UD REDON;20240414;10;91;0;   ;M;110;26;0;'140424              ;PBL
'384105000261698706;93521            ;TORTILLA PATATAS C/CALAB UD RE;20240411;10;46;1;   ;M;110;170;0;'110424              ;PBL
'384105000261698713;93690            ;TORTILLA PATATAS C/ESPIN UD RE;20240328;10;91;0;   ;M;110;172;0;'280324              ;PBL
'384105000261698720;84039            ;POLLO CONTRAM FILETE 90G EMPAN;20240110;10;106;5;   ;M;110;127;0;'22200               ;PBL
'384105000261698737;84039            ;POLLO CONTRAM FILETE 90G EMPAN;20240110;10;117;0;   ;M;110;127;0;'22200               ;PBL
'384105000261702205;93522            ;TORTILLA FRANCESA UD 75G CONG*;20240419;10;88;0;   ;M;110;171;0;'2292                ;PBL
'384105000261702212;93522            ;TORTILLA FRANCESA UD 75G CONG*;20240419;10;88;0;   ;M;110;171;0;'2292                ;PBL
'384105000261702229;94030            ;TORTILLA FRANCESA UD 85G CONG ;20240419;10;88;0;   ;M;110;184;0;'2292                ;PBL
'384105000261698782;87997            ;POLLO CUARTO TRASERO 250-325G ;20240331;10;96;0;   ;M;110;152;0;'3513                ;PBL
'384105000261698799;32440            ;BURGER MIX 80-90G S/GLU S/LAC ;20240820;10;150;0;   ;M;110;334;0;'22263003            ;PBL
'384105000261698805;5526             ;ALBONDIGA MXTA 25G S/GLU S/LAC;20240830;10;86;53;   ;M;110;284;0;'22273005            ;PBL
'000000000004735687;5526             ;ALBONDIGA MXTA 25G S/GLU S/LAC;20240830;10;150;0;   ;M;110;284;0;'22273005            ;PBL
'384105000261698812;92840            ;ALBONDIGA MIXTA MINI CONG     ;20240801;10;224;2;   ;M;110;495;0;'22244012            ;PBL
'384105000261698836;10670            ;ZANAHORIA DADO PF CONG        ;20240708;10;31;2;   ;M;110;2;0;'2181                ;PBL
'384105000261698843;10670            ;ZANAHORIA DADO PF CONG        ;20240708;10;72;0;   ;M;110;2;0;'2189                ;PBL
'384105000261698850;10670            ;ZANAHORIA DADO PF CONG        ;20240712;10;72;0;   ;M;110;2;0;'2193                ;PBL
'384105000261698867;31486            ;ESPINACA HOJA BLOQUE PFCONG*  ;20240923;10;80;2;   ;M;110;14;0;'2266                ;PBL
'000000000004735694;32387            ;GUISANTES PF CONG*            ;20241013;10;80;0;   ;M;110;17;0;'2286                ;PBL
'384105000261698874;32387            ;GUISANTES PF CONG*            ;20241013;10;80;0;   ;M;110;17;0;'2286                ;PBL
'384105000261698881;33775            ;MAIZ GRANO DULCE PF CONG*     ;20241007;10;80;0;   ;M;110;29;0;'2280                ;PBL
'384105000261698898;34159            ;MENESTRA IMPERIAL PF CONG     ;20241014;10;72;0;   ;M;110;32;0;'2287                ;PBL
'384105000261698904;37326            ;PUERRO RODAJA PF CONG         ;20241007;10;48;4;   ;M;110;57;0;'2280                ;PBL
'384105000261698911;37326            ;PUERRO RODAJA PF CONG         ;20241007;10;56;0;   ;M;110;57;0;'2280                ;PBL
'384105000261698935;57917            ;ENSALADA DE ARROZ UD GRANDE CO;20240826;10;80;0;   ;M;110;67;0;'2238                ;PBL
'384105000261698942;77369            ;ESPINACA HOJA PORCIONES PF CON;20240613;10;31;11;   ;M;110;90;0;'2164                ;PBL
'384105000261698966;8848             ;CHAMPIÑON LAMINADO PF CONG    ;20241002;10;64;0;   ;M;110;220;0;'2275                ;PBL
'384105000261698973;9537             ;COL BRUSELAS PF CONG          ;20241014;10;72;0;   ;M;110;221;0;'2287                ;PBL
'384105000261698980;9547             ;COLIFLOR TROZOS PF CONG       ;20241011;10;48;6;   ;M;110;222;0;'2284                ;PBL
'384105000261698997;9547             ;COLIFLOR TROZOS PF CONG       ;20241011;10;48;0;   ;M;110;222;0;'2284                ;PBL
'384105000261699000;9547             ;COLIFLOR TROZOS PF CONG       ;20241011;10;48;0;   ;M;110;222;0;'2284                ;PBL
'384105000261699017;9547             ;COLIFLOR TROZOS PF CONG       ;20241011;10;48;0;   ;M;110;222;0;'2284                ;PBL
'384105000261699024;9547             ;COLIFLOR TROZOS PF CONG       ;20241011;10;48;0;   ;M;110;222;0;'2284                ;PBL
'384105000261699031;9547             ;COLIFLOR TROZOS PF CONG       ;20241011;10;48;0;   ;M;110;222;0;'2284                ;PBL
